caption_word_count,emoji_count,hashtag_count,sentiment_score,reading_level,image_brightness,image_contrast,engagement_rate,monetization_clicks
98,7,14,0.1605388119532234,5,131,1.5343959354915997,0.001,15
80,3,17,0.8315638476284646,7,239,0.6943732518948841,0.001,6
18,4,13,-0.12132872058521066,4,225,0.7860028715317599,0.001,7
97,4,18,0.0606301306344299,6,151,1.726548967771409,0.001,17
138,5,9,0.769099630113133,7,112,1.490175644187731,0.001,14
145,2,14,0.42672291963833375,7,228,1.4464867313204635,0.001,14
72,4,3,0.6274245904694153,6,222,1.127304176514086,0.001,11
148,1,1,-0.17899992584582775,11,82,1.0944207773590566,0.001,10
90,9,2,0.5747347949988633,9,109,1.5353939137781016,0.018525496586978198,284
145,0,6,-0.15858413203734129,10,172,1.6100083079135685,0.001,16
42,0,15,0.9809709733159915,6,51,1.265319803546466,0.001,12
132,9,9,0.3398292341901059,8,190,1.9539038665227895,0.001,19
14,6,18,0.5434588870647055,10,243,1.9335493383783078,0.001,19
50,1,16,-0.3223976237877458,11,106,1.118644235019138,0.001,11
37,3,18,-0.12401602993764571,4,220,1.7309333814247303,0.001,17
144,4,4,-0.2903890106534685,11,94,1.3149017623976231,0.001,13
81,6,19,0.08525607290758463,9,80,1.2676338313357618,0.001,12
21,1,12,-0.07379620369190226,5,187,0.5824460920679777,0.001,5
42,5,12,0.5993833894458538,4,72,1.3609620657024653,0.001,13
57,0,10,-0.33693653055777323,4,78,1.850866895844747,0.001,18
71,6,10,0.6280890526755525,11,80,1.670200773792638,0.001,16
46,8,15,-0.43144276304211876,5,251,1.6794757170488932,0.001,16
108,4,14,-0.19697324401641136,4,67,0.7398935578645088,0.001,7
113,4,16,0.6879474879469043,9,60,1.0376741707003454,0.001,10
44,3,17,0.6141649616618423,9,152,0.8498073749753536,0.001,8
110,2,18,0.214489170878295,9,96,0.9738729236834539,0.001,9
140,8,3,-0.4250259273836723,7,52,1.369309015240588,0.001,13
10,4,4,0.414840612503949,7,179,1.047175720055372,0.08149859327350331,853
14,7,6,0.11008615596114768,9,231,1.341046726196399,0.13911606928994918,1865
112,8,1,-0.02520777470304536,5,121,1.1577518724118656,0.001,11
36,4,0,0.46061595523980126,5,208,0.9299233376745915,0.001,9
146,9,11,0.1549218433025895,6,185,0.6431051513077379,0.001,6
24,8,9,-0.36136834932023204,6,220,1.837757686017174,0.001,18
99,1,7,0.8739257057685166,11,225,0.517060049006973,0.001,5
51,8,0,0.6677396491800685,9,179,0.5024787322129567,0.001,5
133,3,11,-0.41543271306417134,10,71,1.740196609645319,0.001,17
72,5,1,0.28759580528604334,4,173,1.995216410488685,0.001,19
105,5,9,-0.37493365565205755,4,182,1.5906542415704843,0.001,15
61,5,16,0.7559347885877274,5,184,0.5229107570943271,0.001,5
105,1,2,0.4195209415779577,10,69,0.84003534000277,0.001,8
141,6,6,-0.2413262996403973,4,126,1.957734050392942,0.001,19
38,5,11,-0.46888798579069885,11,179,1.7129063782607523,0.001,17
45,0,7,-0.4526284817803691,8,81,1.3501997657070666,0.001,13
22,1,19,0.2610482080972446,7,139,0.8552910641605385,0.001,8
80,6,11,0.6015602180151607,4,52,0.5215553088901235,0.001,5
95,0,2,-0.31873932299906127,4,218,0.5312922089561135,0.001,5
37,0,16,-0.1680739011275637,6,91,1.4179712952953398,0.001,14
75,0,8,-0.00911008224570159,8,126,0.5327478145286346,0.001,5
54,7,9,-0.1728848269082705,4,222,1.990445212888059,0.001,19
71,3,5,0.08700484403073805,7,150,0.7750757502406072,0.10267867679830489,795
143,3,0,0.33942250864761425,11,248,1.566061042803916,0.001,15
37,1,11,0.5274051223619638,4,194,0.7325895821186201,0.001,7
37,0,4,0.9456627733108427,5,177,1.3101401316465717,0.15,1965
117,9,12,0.8962655045247918,8,96,0.6209169326993264,0.001,6
53,8,14,0.3551904622433717,4,246,1.6501676367998648,0.001,16
93,6,10,0.601225084684532,10,201,1.3773816420872445,0.001,13
39,3,7,0.9263083069381417,8,248,0.6292500401021226,0.12106768105603113,761
84,5,4,-0.37479208318789276,4,172,1.7728792838000083,0.001,17
137,1,1,-0.4915478602078563,7,83,1.320527922165053,0.001,13
101,6,11,-0.4553003544056251,11,227,1.882388465019977,0.001,18
138,1,1,0.3450240435594458,11,91,1.8749350605171688,0.001,18
130,9,15,0.6442501379538013,7,82,1.8807616842298736,0.001,18
36,7,2,0.0506124261175519,8,172,0.616677800300702,0.001,6
130,7,9,0.31785876209142794,9,76,0.6814366426317852,0.001,6
125,0,18,0.27454947782280525,6,108,1.9815587145742968,0.001,19
12,7,7,-0.35784366261197065,6,196,1.231401232098059,0.001,12
112,1,6,-0.017617603663926562,5,164,0.8573210792437215,0.001,8
146,5,0,-0.470847267226547,9,253,1.654496732747987,0.001,16
71,0,11,-0.3339414667902337,6,180,0.896427831818723,0.001,8
60,4,4,0.7177873343646668,8,248,1.5908235320279636,0.15,2386
68,6,15,0.7441202458724785,6,177,1.7559286667746417,0.001,17
127,9,3,0.7029194800676046,5,169,1.676395065942921,0.039820843892032685,667
105,0,16,0.5902279614283548,4,202,0.9110717122969031,0.001,9
122,1,1,0.6899692695998527,6,162,1.1024278611188556,0.001,11
71,6,11,0.5064735119042776,8,64,1.1198765048499144,0.001,11
61,5,0,0.5047500082244329,8,132,1.2369093771567077,0.001,12
21,2,11,0.5010426962377119,5,237,0.751059277310204,0.001,7
48,9,11,0.2710641845173063,11,132,1.1787050756215136,0.001,11
139,1,11,0.04502085019726665,10,72,1.2661744857732196,0.001,12
140,9,18,0.5952928992423323,5,60,1.2975634948715786,0.001,12
122,3,16,-0.05203097961988762,10,236,1.7298506449766873,0.001,17
110,2,19,0.31435319721642885,7,165,1.276001747719243,0.001,12
122,6,10,0.15003343032682204,7,211,0.8461758837705128,0.001,8
90,7,12,-0.0850665843594483,11,152,1.4946931073662808,0.001,14
122,1,7,0.9620348806786949,7,56,1.6959712161299376,0.001,16
11,9,9,-0.11187253219727078,10,155,0.9790574996573926,0.001,9
139,6,7,-0.036060404415454994,4,221,1.4679588935264078,0.001,14
63,7,19,-0.25761874736289764,8,241,0.720406993919019,0.001,7
96,5,7,0.7344709379714358,11,163,1.012889456867096,0.001,10
138,5,8,0.3798841008317341,7,72,1.8638358943244513,0.001,18
135,9,6,0.4195588847085785,8,151,1.8669622447438563,0.001,18
139,0,13,0.7308421176986468,5,107,1.3629868681145956,0.001,13
62,3,1,0.014379487944819136,11,69,1.55352719129766,0.001,15
77,0,10,-0.20954986192967934,4,204,1.7810231228089122,0.001,17
132,3,7,-0.20239195400914406,5,166,1.93782977796894,0.001,19
47,1,12,0.5989297321933891,8,237,1.2348296604346543,0.001,12
33,4,14,0.4211727316936712,9,185,1.3423636049390515,0.001,13
78,9,2,-0.19049168212686668,10,150,1.1234623499717453,0.001,11
125,8,13,-0.28240190803936466,9,244,0.6079729055846431,0.001,6
107,9,14,-0.3189690422570408,7,51,1.1342052086732277,0.001,11
148,2,1,0.4416979715545566,9,71,1.6859410090746159,0.001,16
106,7,18,-0.499822032633725,5,119,1.707328246987293,0.001,17
133,2,11,-0.4725209860946844,11,152,1.8385656718899495,0.001,18
79,5,19,0.08432970343914292,10,153,0.5772000577639536,0.001,5
102,3,3,0.5370247964142436,9,85,1.2907318843709508,0.001,12
12,7,2,0.5425590647461058,6,157,0.6611367319056144,0.01858051187402806,122
99,5,4,0.14517741041153598,4,73,0.8011132747486149,0.001,8
105,7,2,0.5366104099068545,8,189,1.8503247535709098,0.001,18
61,0,14,0.28164426937018816,11,71,1.2451868876445438,0.001,12
137,5,18,0.965397125195973,10,132,1.6378173813449204,0.001,16
48,0,1,-0.2563096792447504,11,122,0.5965761588930212,0.001,5
91,0,11,0.4010009015584084,7,253,1.125239755887278,0.001,11
113,7,4,0.2368581639265055,5,173,1.5113604209965066,0.001,15
138,6,16,-0.20830048301345838,4,130,0.70010972191732,0.001,7
20,2,13,0.6249856482125553,7,200,0.9887268186585247,0.001,9
51,5,9,-0.08673797010200712,5,123,0.5968217075358249,0.001,5
108,8,2,0.07256472864031238,9,240,1.4770099113042656,0.001,14
16,6,3,0.06224585438129504,10,79,1.956336888587178,0.001,19
99,2,5,-0.1336932902180768,8,196,1.7405682367142445,0.15,2610
121,5,15,0.14605799754760773,10,75,1.9619346752113485,0.001,19
69,3,6,0.21001882139142747,6,177,1.7684071926475946,0.0673076427245315,1190
122,2,14,0.6163325092139613,11,60,1.782793709295468,0.001,17
11,8,19,0.6476028615655558,6,69,1.365765793057014,0.001,13
138,9,10,-0.2621660475625069,11,167,1.277378467119815,0.001,12
57,1,0,0.38915844899129803,10,105,1.1093813996417414,0.001,11
149,0,4,0.8442966974190933,9,222,1.72714234256882,0.08141960731360808,1406
46,1,12,-0.33682008667315877,8,245,0.7731014184170368,0.001,7
18,6,13,0.20937106680120787,4,96,0.5843373737362898,0.001,5
108,9,8,0.6255296836125142,8,253,1.9218407340270125,0.014464493100536574,277
57,0,16,0.41723700157351495,9,138,0.5056672778052156,0.001,5
140,5,14,-0.3491215151050642,5,107,1.9652439828137778,0.001,19
63,6,6,0.09490918802645854,10,59,1.5932800548106487,0.001,15
129,8,11,0.260859247325296,10,71,0.9927483795467414,0.001,9
125,7,5,0.9937684025744093,10,120,1.5467297646294655,0.15,2320
84,5,15,-0.23208813601452083,10,73,1.726812735777691,0.001,17
122,2,4,0.9736356507401687,4,243,0.8680430839796538,0.03352363518023336,290
113,7,8,0.06422467634416584,6,145,1.656343524919373,0.001,16
93,6,13,-0.19951927088926796,9,238,1.7065544375123602,0.001,17
121,2,7,0.12116362318599405,5,56,0.8740319451880181,0.001,8
108,8,13,0.42099268605222573,9,121,0.5628895315669753,0.001,5
102,1,11,-0.1797539091335062,7,176,0.8061834268371465,0.001,8
137,2,9,-0.06284137504680837,7,87,0.8009696133340917,0.001,8
119,1,19,0.7818197526029347,7,198,0.5978606812632248,0.001,5
91,0,19,0.9985141925033019,6,185,1.5890110769827939,0.001,15
63,3,12,-0.022740962752360372,8,170,1.0699623866876122,0.001,10
77,4,18,-0.2767147940750896,4,138,1.8265792511807875,0.001,18
42,5,14,0.6897562299910625,10,77,0.8782566584977789,0.001,8
30,4,7,0.4006835309127178,6,141,1.179848247649891,0.006913983438958525,81
57,0,9,-0.3493982849365983,11,103,1.4585261433901442,0.001,14
137,2,2,0.9201572221540315,5,208,1.816197424507667,0.030991111649219704,562
145,0,2,-0.382925707400162,5,165,1.2869316524290622,0.001,12
144,4,4,0.4380346024504618,7,165,1.0602869417185743,0.001,10
137,4,15,0.13590588384037217,11,169,1.8005226177080134,0.001,18
42,5,16,0.3349358773599038,4,90,0.9653696370314158,0.001,9
124,7,5,-0.18017870650978335,7,86,0.6191355494488646,0.001,6
128,9,19,0.5321655988759775,5,174,1.16756316126536,0.001,11
31,0,19,0.9395795337000097,5,215,1.6776399597469878,0.001,16
47,3,15,0.18763881106737346,10,228,0.5461712476302847,0.001,5
118,9,1,0.2844374163523409,8,125,1.3788233674843882,0.001,13
60,0,19,-0.14028249414667804,10,86,1.3916960727908543,0.001,13
17,8,14,0.8378019756266217,8,150,1.8928126451410723,0.001,18
36,6,17,0.9567616077099372,10,80,0.9296972257175327,0.001,9
36,6,0,0.6794453276290815,8,239,0.9182549198160443,0.001,9
30,4,18,0.3141602532397061,7,195,1.1607254770095172,0.001,11
39,6,11,0.9351952367629459,9,139,1.0353723522072729,0.001,10
106,1,7,-0.2692249169490848,11,55,1.6045187940339902,0.001,16
37,3,5,0.21773628984282767,4,186,1.4626281156973244,0.15,2193
120,6,11,0.3064085600896196,8,188,1.6383815568593993,0.001,16
70,2,6,0.2378746296285652,6,144,1.7300626867980338,0.07866686059863162,1360
57,1,17,0.7036274307680548,8,168,1.8844716991012216,0.001,18
13,9,13,0.5056043365245462,7,159,1.1464050976769715,0.001,11
44,1,7,-0.31001230112260747,4,169,1.9770460842073243,0.001,19
58,0,19,0.0196769610145906,8,179,0.8234912201054791,0.001,8
26,4,13,0.008615272580329458,10,172,1.571547742920993,0.001,15
55,5,4,0.34844828918939297,4,78,1.301013975960784,0.001,13
126,5,8,-0.0628123735131546,6,159,1.725350892027325,0.001,17
15,8,7,-0.3240923456691341,5,170,1.215155780909639,0.001,12
108,3,1,0.48052399848570304,10,228,1.675907953043647,0.001,16
133,0,15,0.7765554078025336,4,118,1.895253071971517,0.001,18
46,5,12,0.897412143198886,9,200,1.598441399210131,0.014448580124257574,230
33,4,6,0.9588676264892138,8,56,1.6641414293274865,0.15,2496
102,9,15,0.6716752693135211,10,177,0.6007631468987842,0.001,6
55,5,6,-0.29044635756214676,7,105,0.8074364933484209,0.001,8
104,2,13,0.7796677363550868,9,176,1.9614556107553907,0.001,19
108,1,13,0.09994011007371095,11,126,1.5397805056810916,0.001,15
125,5,11,0.5948669706885454,11,111,1.3421735259665069,0.001,13
76,0,0,0.2969020074412537,9,123,1.0504645600946751,0.001,10
137,6,0,0.7429092004731754,7,64,0.5665835018103769,0.001,5
27,6,11,0.13825859925953288,7,102,1.0537038619462025,0.001,10
34,9,19,-0.40730928388996884,11,220,1.2483693099343638,0.001,12
63,6,14,0.3352355663237063,7,169,0.8171892640803301,0.001,8
67,9,3,-0.24306416799849023,9,84,0.7597051869107487,0.001,7
76,0,6,0.948276448529384,4,63,1.2626248270362752,0.12082933451194777,1525
113,3,15,0.29044459873823736,7,142,1.3788563534413159,0.001,13
33,6,2,0.33033819075589066,5,246,0.8598768782817873,0.001,8
123,8,6,0.8608985692222266,9,171,1.3810842116843196,0.13682149694945442,1889
41,4,5,0.4368778677267623,9,226,1.8505099458114425,0.15,2775
95,1,15,-0.04590593421543926,9,67,1.2097598870320307,0.001,12
136,6,7,-0.0558580746299433,6,228,1.7860852543807721,0.001,17
139,9,5,0.2523679748596843,4,178,1.8909071667999777,0.15,2836
26,0,9,0.7999123433937383,4,174,0.6385910434056286,0.008038673518532064,51
113,6,15,0.6920940111044178,7,76,0.6437173694851954,0.001,6
146,5,10,0.944110879085267,9,113,1.2140662743314021,0.001,12
52,6,12,-0.39217081572169454,10,109,1.382153666476554,0.001,13
48,9,5,-0.09751089655349204,9,218,1.1388251966975438,0.10883906456341971,1239
35,2,0,-0.379688438279411,7,198,0.9896761556262546,0.001,9
108,2,18,0.6266187908536545,4,63,1.4614911741892338,0.001,14
59,6,11,-0.28874946627442455,11,165,0.5031222685248804,0.001,5
22,1,5,-0.3501705230035899,7,197,1.9521099212956137,0.15,2928
69,0,17,0.3425083106493363,11,141,0.8481186322820332,0.001,8
144,8,12,0.11722706817873774,7,134,1.8756481528745106,0.001,18
66,8,6,0.5726520081437005,7,136,0.663522116801759,0.03885563212637844,257
45,6,12,0.2305230875504094,7,188,0.8571307730668589,0.001,8
29,6,7,0.13800189391067907,7,169,0.8523105516312506,0.001,8
74,2,16,0.13825067312045636,8,243,1.9942293563009692,0.001,19
17,9,8,0.807814570598282,8,133,0.5069008185888266,0.07717035841132096,391
124,1,19,0.09283847608369955,9,73,1.4594573139552436,0.001,14
101,6,12,9.56916544502251e-05,9,168,1.8045298715912792,0.001,18
107,8,1,0.007802615534094004,10,138,1.508410481037105,0.001,15
75,0,3,-0.20509880477766457,10,86,1.0441007273254161,0.001,10
41,3,1,0.7910332758609842,8,135,1.9374640440544022,0.13994743203208074,2711
95,5,3,-0.28005377745862764,4,176,1.8402811318835615,0.001,18
60,6,17,0.862916106699408,6,201,1.1509323803742766,0.001,11
72,9,4,-0.07479841713349067,4,64,1.3599927389167452,0.001,13
134,6,18,0.8491402332607703,10,61,1.951278781707861,0.001,19
67,9,9,0.6862309852218658,9,144,1.9738405428897052,0.07747631104446079,1529
67,1,17,0.372981281425538,8,241,1.1747349135769283,0.001,11
95,3,9,0.5042050058778986,4,80,1.771025042214633,0.001,17
58,4,4,-0.011233863762608431,6,230,0.9529703404309045,0.001,9
79,0,16,0.3613429214914936,11,143,1.057719309395997,0.001,10
24,0,12,-0.061395648909954414,7,133,0.7472328244853395,0.001,7
63,9,16,0.10340922083569248,5,121,0.8137768891650954,0.001,8
110,2,8,0.6469938328438671,8,93,1.4853099533890384,0.001,14
17,9,11,-0.13410115428467567,8,79,1.2661724270106214,0.001,12
62,2,13,0.7582690237563066,6,84,0.8466977909384044,0.001,8
69,7,13,0.06382428049749478,7,70,1.1043644245424789,0.001,11
117,8,7,0.29825494128427144,7,160,1.0597751897955225,0.001,10
14,0,4,0.9129407313443099,5,112,1.9810403068030014,0.15,2971
112,1,18,0.5218834452803123,11,141,1.780348755817069,0.001,17
15,9,13,0.468406169266941,7,194,1.0819495000757364,0.001,10
118,1,8,0.5674115914075437,11,61,1.8708748683440497,0.001,18
125,3,6,0.877167008140842,6,195,1.0139530874422567,0.001,10
103,1,7,-0.12722943616773374,11,141,1.501852269102289,0.001,15
56,6,13,0.4198618086990076,9,109,1.9499749950231688,0.001,19
108,8,13,0.1005907815754784,7,116,1.0854182959828285,0.001,10
64,6,10,-0.4822170601846341,9,164,1.5198274476574007,0.001,15
61,5,13,-0.3120486553908362,10,64,0.9438857165939498,0.001,9
22,9,7,-0.012512157104617394,10,65,0.899468473396962,0.001,8
123,0,2,0.3474999567728736,9,71,1.3612349996473279,0.001,13
133,9,17,0.8222121650444074,6,167,1.9688968970498273,0.001,19
115,8,2,0.6866711773021592,8,162,1.179700773080255,0.001,11
129,4,12,0.33000050863415564,8,144,1.906455455474871,0.001,19
72,4,11,-0.38919437313879857,8,240,1.8715452803671424,0.001,18
28,5,14,-0.07114056440753208,4,208,0.8806439185174921,0.001,8
101,8,17,0.05006297183836583,8,50,1.1027291106264911,0.001,11
67,7,4,0.43257577780576384,6,124,1.4649537177412746,0.11209646190992552,1642
99,7,6,-0.40261456553023833,5,55,1.2770688266170875,0.001,12
126,7,10,0.29529033175071007,10,136,0.6439377947947615,0.001,6
71,0,10,0.8521968642170608,7,186,1.9905470451907374,0.05217618839697745,1038
32,0,14,0.5581490435461043,8,229,1.62898100181692,0.001,16
136,7,9,0.6956152098441346,4,111,1.1565410573370676,0.001,11
146,4,14,0.5225134725386102,10,107,1.427252824499437,0.001,14
149,8,12,-0.19011633174111164,11,157,0.6313592258993452,0.001,6
138,1,13,-0.33427426990097203,10,68,1.242952480534415,0.001,12
67,8,16,0.7442360095073635,9,158,1.8962486237262317,0.001,18
131,7,12,0.5432566540232926,4,190,1.8449014370824675,0.001,18
10,8,9,0.3625923382245524,6,172,1.0060712682247184,0.001,10
43,3,0,-0.21607570254763103,5,209,1.2970517957320082,0.001,12
105,0,0,0.40501744796763006,8,149,1.5460752861314702,0.001,15
135,0,14,-0.45301732216676033,8,58,1.010013900361858,0.001,10
127,4,15,-0.32174129840906085,4,98,0.5973188271409078,0.001,5
57,1,11,-0.0321647752933632,11,214,1.258162485076707,0.001,12
98,7,5,0.16560741611674645,6,80,1.4024536037350046,0.08528058471412868,1196
126,9,5,-0.3191532562669995,4,208,0.5087624001822654,0.001,5
138,4,11,-0.3200897242136963,4,108,0.643363060307796,0.001,6
25,4,14,0.5888404908754532,5,232,0.8109359653912285,0.001,8
78,1,3,0.35457910980022844,6,196,1.0220784304864012,0.001,10
31,6,3,0.30061297116649754,5,240,1.3115768342458707,0.1178513910823588,1545
102,7,1,0.178651742676325,6,179,0.9407643781394979,0.001,9
85,9,11,0.9648146595168459,8,94,0.9142757216097557,0.001,9
95,0,6,-0.42529957565843485,7,145,1.8040240157196228,0.001,18
38,1,19,-0.22905923575763387,9,92,0.7175759612021394,0.001,7
78,9,8,0.471261636101856,7,147,1.2431901997585404,0.013028176684637436,161
56,3,8,-0.295451519223138,11,50,1.929237075404204,0.001,19
103,4,7,0.38407140701376075,11,238,1.4375198736740686,0.01915313396522988,275
94,1,13,0.35164183822162,10,180,1.5758082198416576,0.001,15
48,0,0,0.9565077754594629,6,140,1.1468554870859107,0.001,11
109,8,11,0.8250797305735336,7,93,0.5298982506795793,0.001,5
42,0,1,0.9183300156511789,4,184,1.469195552550808,0.15,2203
110,3,12,-0.3295964457890306,8,82,1.447886422142186,0.001,14
32,1,3,0.802222655881283,11,186,0.6656414546949996,0.11369532703002946,756
19,3,19,-0.30636400740754105,9,79,1.1932395704369472,0.001,11
78,7,17,0.44939826781598347,9,195,1.8729934169984757,0.001,18
109,7,18,0.5801172410170032,10,105,0.8076272479579627,0.001,8
43,8,15,-0.25871975277607123,9,154,1.1916481319511654,0.001,11
147,4,13,0.4489890638943095,8,80,1.1916547778007807,0.001,11
105,6,7,-0.4213092606320089,7,249,1.7161422022214576,0.001,17
10,2,11,-0.060100871385754706,9,240,1.736863805494167,0.001,17
78,9,8,0.8817377409011748,11,227,1.638904129495088,0.1360095008162637,2229
13,3,5,-0.24240325564719623,9,138,1.0481812387824105,0.1258179729357079,1318
25,9,17,-0.40209501132450876,6,50,0.6080553875277801,0.001,6
33,8,1,0.16551729948318905,4,159,1.0242244658360211,0.001,10
89,9,7,0.7759273127909072,6,131,1.5196868019070093,0.1358753078570233,2064
11,9,13,-0.38499142704756506,7,68,1.5541198617336147,0.001,15
137,0,5,0.03330304784561278,8,164,1.9475003142150786,0.12231606524026441,2382
93,1,9,0.8496622518389891,8,175,1.1804618471655628,0.001,11
149,4,7,-0.3227666750833185,6,113,1.4486533744104355,0.001,14
133,2,16,-0.03399724113208008,5,102,1.3087863060837974,0.001,13
42,1,11,0.6676309173035557,6,55,0.7259278401698561,0.001,7
110,0,16,0.31481648070820656,11,66,1.191803708198204,0.001,11
21,9,12,0.7484997109503746,5,95,1.3172527320334915,0.001,13
76,2,18,-0.3326069104268024,10,249,1.9261244090633878,0.001,19
74,0,11,0.880831257069584,6,167,1.0498085816134342,0.001,10
83,0,15,0.9023676917728132,5,122,1.9701486546619666,0.001,19
52,0,4,-0.2670304697799405,5,150,1.3134501110361265,0.001,13
53,7,15,-0.44918680338987493,9,232,0.8637038649545863,0.001,8
38,2,5,0.9847620729333533,10,140,0.7874965805237117,0.15,1181
21,0,10,0.22337738845363664,9,55,0.7125423758903476,0.001,7
104,6,16,0.35811310605314706,5,247,1.1793993058601795,0.001,11
55,9,13,0.42385710049986436,5,158,0.5328896446833848,0.001,5
139,2,5,0.6845026941707542,4,245,1.167567924972298,0.15,1751
44,7,10,0.7179819535688767,11,89,1.9826070382339194,0.001,19
90,3,11,-0.20911216352033918,5,140,1.5051601935834,0.001,15
99,3,12,-0.14504488904971014,11,115,1.6396791818006071,0.001,16
17,4,3,0.8152495434195581,9,186,0.6785080860773938,0.12053727089622097,817
102,5,6,0.7292764071258797,5,60,1.2096512922351361,0.001,12
